Unnamed: 0,Sample,Charge,genos_id,allotype,LC,type,num,IgGI1H3N3F1,IgGI1H3N4,IgGI1H3N4F1,IgGI1H3N5F1,IgGI1H3N6F3,IgGI1H4N2,IgGI1H4N3,IgGI1H4N3F1,IgGI1H4N3F2,IgGI1H4N4,IgGI1H4N4F1,IgGI1H4N4F1S1,IgGI1H4N4F2,IgGI1H4N5F1,IgGI1H4N5F1S1,IgGI1H4N5F2S1,IgGI1H5N2,IgGI1H5N3F1,IgGI1H5N4,IgGI1H5N4F1,IgGI1H5N4F1S1,IgGI1H5N4F1S2,IgGI1H5N4F2,IgGI1H5N4F2S1,IgGI1H5N4F3,IgGI1H5N5F1,IgGI1H5N5F1S1,IgGI1H5N5F2,IgGI1H5N5F3,IgGI1H6N2,IgGI1H6N3F1,IgGI1H6N3F1G1,IgGI1H6N3F1S1,IgGI1H6N3F2,IgGI1H6N5F1,IgGIA1H3N3F1,IgGIA1H3N4,IgGIA1H3N4F1,IgGIA1H3N5F1,IgGIA1H3N6F3,IgGIA1H4N2,IgGIA1H4N3,IgGIA1H4N3F1,IgGIA1H4N3F2,IgGIA1H4N4,IgGIA1H4N4F1,IgGIA1H4N4F1S1,IgGIA1H4N4F2,IgGIA1H4N5F1,IgGIA1H4N5F1S1,IgGIA1H4N5F2S1,IgGIA1H5N2,IgGIA1H5N3F1,IgGIA1H5N4,IgGIA1H5N4F1,IgGIA1H5N4F1S1,IgGIA1H5N4F1S2,IgGIA1H5N4F2,IgGIA1H5N4F2S1,IgGIA1H5N4F3,IgGIA1H5N5F1,IgGIA1H5N5F1S1,IgGIA1H5N5F2,IgGIA1H5N5F3,IgGIA1H6N2,IgGIA1H6N3F1,IgGIA1H6N3F1G1,IgGIA1H6N3F1S1,IgGIA1H6N3F2,IgGIA1H6N5F1,IgGIF1H3N3F1,IgGIF1H3N4,IgGIF1H3N4F1,IgGIF1H3N5F1,IgGIF1H3N6F3,IgGIF1H4N2,IgGIF1H4N3,IgGIF1H4N3F1,IgGIF1H4N3F2,IgGIF1H4N4,IgGIF1H4N4F1,IgGIF1H4N4F1S1,IgGIF1H4N4F2,IgGIF1H4N5F1,IgGIF1H4N5F1S1,IgGIF1H4N5F2S1,IgGIF1H5N2,IgGIF1H5N3F1,IgGIF1H5N4,IgGIF1H5N4F1,IgGIF1H5N4F1S1,IgGIF1H5N4F1S2,IgGIF1H5N4F2,IgGIF1H5N4F2S1,IgGIF1H5N4F3,IgGIF1H5N5F1,IgGIF1H5N5F1S1,IgGIF1H5N5F2,IgGIF1H5N5F3,IgGIF1H6N2,IgGIF1H6N3F1,IgGIF1H6N3F1G1,IgGIF1H6N3F1S1,IgGIF1H6N3F2,IgGIF1H6N5F1,IgGIILE1H3N3F1,IgGIILE1H3N4,IgGIILE1H3N4F1,IgGIILE1H3N5F1,IgGIILE1H3N6F3,IgGIILE1H4N2,IgGIILE1H4N3,IgGIILE1H4N3F1,IgGIILE1H4N3F2,IgGIILE1H4N4,IgGIILE1H4N4F1,IgGIILE1H4N4F1S1,IgGIILE1H4N4F2,IgGIILE1H4N5F1,IgGIILE1H4N5F1S1,IgGIILE1H4N5F2S1,IgGIILE1H5N2,IgGIILE1H5N3F1,IgGIILE1H5N4,IgGIILE1H5N4F1,IgGIILE1H5N4F1S1,IgGIILE1H5N4F1S2,IgGIILE1H5N4F2,IgGIILE1H5N4F2S1,IgGIILE1H5N4F3,IgGIILE1H5N5F1,IgGIILE1H5N5F1S1,IgGIILE1H5N5F2,IgGIILE1H5N5F3,IgGIILE1H6N2,IgGIILE1H6N3F1,IgGIILE1H6N3F1G1,IgGIILE1H6N3F1S1,IgGIILE1H6N3F2,IgGIILE1H6N5F1
17,"id_09_2-A,3_01_55426.raw",2,id_09,IgGIF,WT,YF-WT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11311869.86,NA,24919841.12,2366033.913,NA,305524.8379,NA,6508932.28,NA,NA,15793504.46,397180.8853,461652.8144,1224825.479,96675.56524,NA,4831352.618,4629510.587,NA,3589004.715,452913.3813,166215.6917,280129.0839,83139.62172,NA,154323.6746,NA,NA,NA,1013381.378,2607861.959,NA,588406.7051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"id_09_2-A,3_01_55426.raw",3,id_09,IgGIF,WT,YF-WT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568059.0207,NA,4467599.296,933247.2632,NA,NA,NA,120821.3067,NA,NA,5485777.173,829016.5205,NA,1157028.167,528855.5508,NA,NA,707195.8602,NA,2117186.153,884058.9443,615120.5229,NA,1843936.687,NA,287775.4719,NA,NA,NA,NA,1165584.858,NA,902975.9903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"id_22_2-H,2_01_55423.raw",2,id_22,IgGIILE,NO,YI-NO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10772910.93,NA,17778204.45,1104887.875,NA,681007.1839,NA,2046035.529,NA,NA,6718589.754,193953.0547,NA,352141.8516,38757.51501,NA,9743258.014,11749436.64,NA,1931727.782,87775.98918,41190.18521,NA,NA,NA,NA,NA,NA,NA,1974906.217,4886107.476,NA,933434.6756,NA,NA
44,"id_22_2-H,2_01_55423.raw",3,id_22,IgGIILE,NO,YI-NO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231960.6286,NA,3059268.141,273699.5126,NA,NA,NA,292530.336,NA,NA,2369584.333,466391.6822,NA,160709.0178,56478.08262,NA,NA,1881661.581,NA,1125371.098,233925.6807,170351.8319,NA,NA,NA,NA,NA,NA,NA,NA,1430245.703,NA,1211536.513,NA,NA
45,"id_23_2-F,1_01_55393.raw",2,id_23,IgGIILE,NO,YI-NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11844106.39,NA,19963806.02,1339642.208,NA,809325.4446,NA,3627743.032,NA,NA,7780279.577,247591.9346,NA,411528.5042,45145.53546,NA,12211623.19,14602847.34,NA,2512679.107,131482.4217,55873.1189,NA,NA,NA,NA,NA,NA,NA,2610653.307,6342105.034,NA,1324977.837,NA,NA
46,"id_23_2-F,1_01_55393.raw",3,id_23,IgGIILE,NO,YI-NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215819.6734,NA,3393869.747,488606.2325,NA,NA,NA,426637.4349,NA,NA,2723280.84,653534.5279,NA,207959.5879,44762.16215,NA,NA,2274028.87,NA,1377908.816,263964.5208,211325.6177,NA,NA,NA,NA,NA,NA,NA,NA,2051607.959,NA,1588567.566,NA,NA
47,"id_24_2-C,4_01_55456.raw",2,id_24,IgGIILE,NO,YI-NO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14718506.25,NA,29036434.94,1714179.137,NA,738576.525,NA,4835202.209,NA,NA,10434844.85,249085.0707,NA,421555.9266,46871.39451,NA,11452061.32,12924892.77,NA,2467348.757,112351.5062,48902.22848,NA,NA,NA,NA,NA,NA,NA,2293467.189,5654395.634,NA,1118526.885,NA,NA
48,"id_24_2-C,4_01_55456.raw",3,id_24,IgGIILE,NO,YI-NO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262059.1871,NA,4487999.765,345179.513,NA,NA,NA,426375.5001,NA,NA,3505883.846,559236.1513,NA,193226.6368,56567.04318,NA,NA,1975848.253,NA,1345183.217,269135.8611,131713.651,NA,NA,NA,NA,NA,NA,NA,NA,1654222.077,NA,1354870.685,NA,NA
19,"id_10_2-G,1_01_55396.raw",2,id_10,IgGIILE,WT,YI-WT,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17957821.26,NA,24540093.03,1622255.577,NA,1144469.544,NA,8336622.709,NA,NA,9506412.365,272437.7333,NA,486637.8554,59331.68062,NA,18856654.31,20193885.45,NA,3243740.737,190500.6294,53512.80364,NA,NA,NA,NA,NA,NA,NA,3666282.482,8885812.227,NA,2051738.572,NA,NA
20,"id_10_2-G,1_01_55396.raw",3,id_10,IgGIILE,WT,YI-WT,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317674.1067,NA,3879932.65,409160.2137,NA,NA,NA,735387.2612,NA,NA,3082566.813,795910.6145,NA,192282.9753,82722.43581,NA,NA,3012379.489,NA,1808602.213,377258.5877,279254.6812,NA,NA,NA,NA,NA,NA,NA,NA,2623437.781,NA,2461332.912,NA,NA
21,"id_11_2-C,1_01_55384.raw",2,id_11,IgGIILE,WT,YI-WT,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18844006.89,NA,26213380.52,1701811.973,NA,1129996.919,NA,4582133.295,NA,NA,10192582.3,275565.717,NA,525438.6524,62056.52898,NA,19571940.08,20291415.63,NA,3371903.694,193222.854,75383.03582,NA,NA,NA,NA,NA,NA,NA,3894012.588,8932529.478,NA,2176695.033,NA,NA
22,"id_11_2-C,1_01_55384.raw",3,id_11,IgGIILE,WT,YI-WT,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300731.4933,NA,4154312.961,465386.2815,NA,NA,NA,494023.9804,NA,NA,3363903.5,857071.635,NA,157980.6503,57902.2849,NA,NA,3141127.325,NA,1819077.473,315265.5112,237640.3492,NA,NA,NA,NA,NA,NA,NA,NA,2853902.2,NA,2527646.261,NA,NA
23,"id_12_2-D,2_01_55411.raw",2,id_12,IgGIILE,WT,YI-WT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13335966.68,NA,19120671.27,1256631.03,NA,936252.7598,NA,4277646.057,NA,NA,7288856.969,212499.4611,NA,393347.5901,44998.96824,NA,13299629.85,14358410.85,NA,2360008.242,116900.8827,40368.8052,NA,NA,NA,NA,NA,NA,NA,2627364.399,6227000.751,NA,1465126.799,NA,NA
24,"id_12_2-D,2_01_55411.raw",3,id_12,IgGIILE,WT,YI-WT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225167.2557,NA,3036130.882,364678.074,NA,NA,NA,455610.449,NA,NA,2325302.343,655315.6763,NA,85544.81181,43285.76712,NA,NA,2144294.342,NA,1547883.676,238415.3798,246983.5145,NA,NA,NA,NA,NA,NA,NA,NA,1802751.716,NA,1809486.758,NA,NA
25,"id_13_2-G,2_01_55420.raw",2,id_13,IgGI,NO,Y-NO,1,9689876.627,NA,18084761.26,1561397.572,NA,282136.3147,NA,7386163.865,NA,NA,19856966.54,420952.0043,659229.699,1199806.48,112846.6158,NA,3853597.953,3595791.862,NA,5740619.287,838370.2374,257330.3842,428725.6229,172683.0288,NA,222233.1604,NA,NA,NA,715897.5311,1688440.763,NA,481176.1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"id_13_2-G,2_01_55420.raw",3,id_13,IgGI,NO,Y-NO,1,152758.986,NA,3475614.685,785265.6134,NA,NA,NA,697626.4436,NA,NA,7689056.323,510179.6975,NA,1199448.544,212560.126,NA,NA,708125.616,NA,3449945.149,1282402.39,1053078.112,NA,273314.4852,NA,335316.0771,NA,NA,NA,NA,620951.131,NA,671019.1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"id_14_2-A,4_01_55450.raw",2,id_14,IgGI,NO,Y-NO,2,9077374.09,NA,15711685.76,1370863.734,NA,323015.6095,NA,6888144.552,NA,NA,17599067.33,419235.8381,563267.7061,1021333.893,107103.2425,NA,3841548.347,3577408.124,NA,5148578.87,766408.5468,250948.8214,381245.6451,152247.8553,NA,191620.8867,NA,NA,NA,681079.065,1702581.392,NA,459173.5647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"id_14_2-A,4_01_55450.raw",3,id_14,IgGI,NO,Y-NO,2,192919.256,NA,3008510.755,811232.3167,NA,NA,NA,920157.4207,NA,NA,6977708.972,567229.2341,NA,995485.1422,229291.6753,NA,NA,718164.4549,NA,2988497.572,1103499.534,981313.121,NA,424673.2153,NA,292561.0867,NA,NA,NA,NA,759166.9121,NA,692243.6332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"id_15_2-D,1_01_55387.raw",2,id_15,IgGI,NO,Y-NO,3,9343073.034,NA,18041773.88,1773894.773,NA,359131.3926,NA,7098258.497,NA,NA,19420845.15,525070.5743,662479.7687,1394650.877,148796.7376,NA,4537728.849,4129641.757,NA,5937965.063,1085598.913,345544.2044,477785.9626,214327.3847,NA,362254.2611,NA,NA,NA,808283.3253,1986277.75,NA,659536.6744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"id_15_2-D,1_01_55387.raw",3,id_15,IgGI,NO,Y-NO,3,385936.2364,NA,4300062.189,1113848.962,NA,NA,NA,868314.6229,NA,NA,8012425.84,648814.8946,NA,1349460.171,251952.345,NA,NA,1207622.188,NA,3532278.991,1475452.129,1133232.975,NA,384016.7521,NA,437826.2521,NA,NA,NA,NA,1121390.272,NA,909480.2683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"id_01_2-E,1_01_55390.raw",2,id_01,IgGI,WT,Y-WT,1,9571197.984,NA,17799075,1490358.651,NA,356369.3475,NA,7563029.153,NA,NA,20178317,436388.5405,660458.841,1320103.902,118584.4297,NA,4614480.911,4124295.079,NA,5917562.957,900697.8753,286611.9906,454955.4843,202180.6157,NA,265580.2823,NA,NA,NA,894921.3137,2047501.011,NA,602299.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"id_01_2-E,1_01_55390.raw",3,id_01,IgGI,WT,Y-WT,1,234376.0273,NA,3710727.612,857461.7376,NA,NA,NA,452967.819,NA,NA,8142228.069,470230.7119,NA,1407776.713,217623.182,NA,NA,783026.9014,NA,3562575.347,1289288.824,1014958.404,NA,311502.7531,NA,348131.3831,NA,NA,NA,NA,730575.804,NA,789274.9791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"id_02_2-B,3_01_55429.raw",2,id_02,IgGI,WT,Y-WT,2,9606016.208,NA,17384583.7,1886433.864,NA,300696.4262,NA,7235046.492,NA,NA,18663088.25,502041.0618,601389.8753,1486262.071,125643.6636,NA,3880068.763,3353253.824,NA,5290064.811,1107305.081,233823.992,375368.9838,165681.8396,NA,275391.6908,NA,NA,NA,727962.1147,1658317.364,NA,477723.6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"id_02_2-B,3_01_55429.raw",3,id_02,IgGI,WT,Y-WT,2,182411.7178,NA,3378994.064,930934.9134,NA,NA,NA,544828.8485,NA,NA,7409225.539,881794.9409,NA,1473483.648,255275.8225,NA,NA,609535.8538,NA,3088500.323,2030986.525,961847.967,NA,275433.4152,NA,382630.8933,NA,NA,NA,NA,674005.22,NA,633596.4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"id_03_2-D,4_01_55459.raw",2,id_03,IgGI,WT,Y-WT,3,10402097.34,NA,18519403.09,1516774.773,NA,364832.3486,NA,7745366.066,NA,NA,20927352.97,400097.5024,604174.7202,1468851.946,130023.5391,NA,4246900.751,3651102.732,NA,5754034.88,750583.189,228457.556,384987.5957,167356.0765,NA,232175.371,NA,NA,NA,779774.3478,1775018.846,NA,499291.5624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"id_03_2-D,4_01_55459.raw",3,id_03,IgGI,WT,Y-WT,3,169847.5393,NA,3580152.246,781872.8229,NA,NA,NA,771807.4869,NA,NA,8003925.139,563190.4343,NA,1397790.567,211089.4085,NA,NA,709512.0882,NA,3294093.652,1059025.556,889275.6658,NA,436136.7927,NA,316637.0695,NA,NA,NA,NA,842763.8368,NA,734945.4437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
