Sample,Charge,genos_id,allotype,construct,IgGIA1H3N3F1,IgGIA1H3N4,IgGIA1H3N4F1,IgGIA1H3N5F1,IgGIA1H3N6F3,IgGIA1H4N2,IgGIA1H4N3,IgGIA1H4N3F1,IgGIA1H4N3F2,IgGIA1H4N4,IgGIA1H4N4F1,IgGIA1H4N4F1S1,IgGIA1H4N4F2,IgGIA1H4N5F1,IgGIA1H4N5F1S1,IgGIA1H4N5F2S1,IgGIA1H5N3F1,IgGIA1H5N4,IgGIA1H5N4F1,IgGIA1H5N4F1S1,IgGIA1H5N4F1S2,IgGIA1H5N4F2,IgGIA1H5N4F2S1,IgGIA1H5N4F3,IgGIA1H5N5F1,IgGIA1H5N5F1S1,IgGIA1H5N5F2,IgGIA1H5N5F3,IgGIA1H6N3F1G1,IgGIA1H6N3F2,IgGIA1H6N5F1,IgGI1H3N3F1,IgGI1H3N4,IgGI1H3N4F1,IgGI1H3N5F1,IgGI1H3N6F3,IgGI1H4N2,IgGI1H4N3,IgGI1H4N3F1,IgGI1H4N3F2,IgGI1H4N4,IgGI1H4N4F1,IgGI1H4N4F1S1,IgGI1H4N4F2,IgGI1H4N5F2S1,IgGI1H5N3F1,IgGI1H5N4,IgGI1H5N4F1,IgGI1H5N4F1S1,IgGI1H5N4F1S2,IgGI1H5N4F2,IgGI1H5N4F2S1,IgGI1H5N4F3,IgGI1H5N5F1,IgGI1H5N5F1S1,IgGI1H5N5F2,IgGI1H5N5F3,IgGI1H6N3F1G1,IgGI1H6N3F2,IgGI1H6N5F1,IgGIILE1H3N3F1,IgGIILE1H3N4,IgGIILE1H3N4F1,IgGIILE1H3N5F1,IgGIILE1H3N6F3,IgGIILE1H4N2,IgGIILE1H4N3,IgGIILE1H4N3F2,IgGIILE1H4N4,IgGIILE1H4N4F1,IgGIILE1H4N4F1S1,IgGIILE1H4N4F2,IgGIILE1H4N5F1,IgGIILE1H4N5F2S1,IgGIILE1H5N3F1,IgGIILE1H5N4,IgGIILE1H5N4F1,IgGIILE1H5N4F1S2,IgGIILE1H5N4F2,IgGIILE1H5N4F2S1,IgGIILE1H5N4F3,IgGIILE1H5N5F1,IgGIILE1H5N5F1S1,IgGIILE1H5N5F2,IgGIILE1H5N5F3,IgGIILE1H6N3F1G1,IgGIILE1H6N3F2,IgGIILE1H6N5F1,IgGIF1H3N3F1,IgGIF1H3N4,IgGIF1H3N4F1,IgGIF1H3N5F1,IgGIF1H3N6F3,IgGIF1H4N2,IgGIF1H4N3,IgGIF1H4N3F1,IgGIF1H4N3F2,IgGIF1H4N4,IgGIF1H4N4F1,IgGIF1H4N4F1S1,IgGIF1H4N4F2,IgGIF1H4N5F1,IgGIF1H4N5F2S1,IgGIF1H5N3F1,IgGIF1H5N4,IgGIF1H5N4F1,IgGIF1H5N4F1S1,IgGIF1H5N4F1S2,IgGIF1H5N4F2,IgGIF1H5N4F2S1,IgGIF1H5N4F3,IgGIF1H5N5F1S1,IgGIF1H5N5F2,IgGIF1H5N5F3,IgGIF1H6N3F1G1,IgGIF1H6N3F2,IgGIF1H6N5F1,IgGI1H4N5F1,IgGI1H4N5F1S1,IgGIILE1H4N3F1,IgGIILE1H4N5F1S1,IgGIILE1H5N4F1S1,IgGIF1H4N5F1S1,IgGIF1H5N5F1,IgGIA1H5N2,IgGIA1H6N2,IgGIA1H6N3F1,IgGIA1H6N3F1S1,IgGI1H5N2,IgGI1H6N2,IgGI1H6N3F1,IgGI1H6N3F1S1,IgGIILE1H5N2,IgGIILE1H6N2,IgGIILE1H6N3F1,IgGIILE1H6N3F1S1,IgGIF1H5N2,IgGIF1H6N3F1,IgGIF1H6N3F1S1,IgGIF1H6N2,type,num
"id_17_2-C,3_01_55432.raw",2,id_17,IgGIA,NO,8199816.542,822319.217,17232294.96,882576.9778,25823.09495,300582.788,1029473.771,6731870.852,548848.804,282518.9398,4780807.456,145520.1313,84942.12782,200400.5601,36759.94775,15091.31813,7920626.352,323891.7981,1281556.107,59095.57525,13263.22137,58317.83841,31172.30895,45262.60665,33856.72955,48343.39032,29646.71419,52201.89053,22096.78634,467808.0727,13065.84717,437281.5404,78669.12003,771796.3495,145572.2238,27383.30866,167796.09,186614.4186,1671746.249,21180.62725,273732.3143,722374.6197,43721.04178,47397.25038,11158.8466,451992.9694,270523.2637,302879.1606,40027.75165,18726.13412,30251.83438,22411.34105,38515.65153,85048.67896,28159.28935,17172.62493,22954.30891,33231.12174,10880.8671,2848.550915,4915239.405,503991.2135,9382985.974,512522.3364,3228.250252,461771.897,600988.8134,400078.2682,209252.6745,3471364.288,79462.90205,93278.03072,216323.27,2101.662832,4803403.246,168147.2662,749032.3049,10014.96798,46387.33442,21005.93507,34909.33,56065.73805,13372.66986,18874.35458,10838.0346,36247.04954,288207.4134,12549.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696540.68392,9813.829072,28894.4955659,,,5115428.00496,988438.402976,3391330.82335,549947.635982,322217.720362,165596.811999,177730.870798,29634.6734327,3568499.3176,948301.922336,1849618.90812,257490.213123,,,,,YA-NO,2
"id_17_2-C,3_01_55432.raw",3,id_17,IgGIA,NO,112874.4172,134193.4188,2723053.793,359808.2837,173533.3712,160065.9136,296879.9041,580322.772,850179.6047,162805.8207,1401714.321,287470.4241,119491.0272,23957.66705,445701.5553,319958.008,1176006.158,289193.2275,608171.1038,124478.7523,457511.0666,136905.5522,411807.6153,101185.0061,97654.77157,256733.2864,31848.72854,173519.5206,125607.8586,243105.8621,123508.7059,179058.1738,290971.5613,1270360.539,383607.38,132201.4024,116071.4155,163005.6148,4393248.923,49876.52508,474005.6771,1492592.546,33007.54234,476878.2366,243378.5929,1241124.603,118565.2976,514678.4351,53303.39996,125140.0497,50089.8044,6838.797785,50808.08734,261203.4436,132433.7604,417619.0293,119228.4153,193688.5071,184961.6569,182627.8879,53917.95361,93123.06467,1595549.849,84452.23148,281373.5763,147359.1737,25441.96803,607519.2264,167356.6271,1404898.648,200147.8262,106263.0314,179433.6444,201633.5726,874141.3044,161033.7266,475227.7026,65161.41553,436946.2902,281201.3957,2710871.287,116496.6607,112741.5561,34442.25393,147585.8846,114040.6777,203613.1871,83356.6724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388477.311061,38654.676001,193350.384065,,,0,80053.1404931,1258211.55207,643305.985205,0,54308.38331,717300.201379,158340.381727,0,112267.282187,575426.115385,305708.200904,0,,,,YA-NO,2
"id_18_2-A,1_01_55378.raw",2,id_18,IgGIA,NO,8738252.669,915683.3661,20322661.92,955203.7064,27102.51961,319667.2565,1095602.432,7065251.859,680694.2312,398026.1157,5339264.98,103251.2197,108754.4541,216907.3523,63480.44281,30795.4966,8117708.2,343824.7031,1332098.237,55214.89138,17115.31113,59568.89303,34031.74592,56724.12864,23087.34472,76384.55462,29925.07637,77376.54044,45103.9866,476995.7952,17148.00048,89235.785,25117.18285,292928.616,33872.47704,14232.31374,88730.51591,136418.3354,1597461.528,8996.012435,188680.0623,471089.6202,25744.44237,31507.53037,13740.67063,317140.0345,124637.5455,196231.7114,30869.00894,15861.1843,34192.16303,18475.38904,39125.46377,27961.48432,22204.99891,36533.87517,21665.56293,12325.02672,15188.05921,12055.13244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4159844.307,293024.1059,9774196.847,1095034.817,34888.84766,122690.8192,375522.4844,2478893.093,356809.9021,208812.4691,6478218.942,135500.717,210741.4368,512607.0229,10487.5151,1891926.511,208135.9129,1402439.703,178731.5665,67153.61178,123034.7648,33431.23541,147989.6912,18299.41637,10676.59604,22003.32933,29987.02666,220548.9655,18836.47786,,,,,,33447.7089155,76344.9104406,5390321.53222,1048846.20577,3356703.19361,597008.316211,110392.259072,114861.026102,79300.1313836,15775.0101618,,,,,1898799.96201,1047192.68684,231006.000281,404855.464174,YA-NO,3
"id_18_2-A,1_01_55378.raw",3,id_18,IgGIA,NO,60504.63724,214400.0401,2956087.861,288307.8138,160795.0681,115798.6063,299719.7787,497347.9633,980120.9518,120866.1484,1554315.708,359844.8967,131839.8285,69803.01306,459924.0557,336044.227,1207942.545,294783.0439,615289.0851,183948.4371,490385.7693,121678.1323,405846.5311,143347.8054,79499.10772,209360.9837,25770.02393,157857.2926,114236.4912,201487.0164,124512.2213,110871.0381,239437.9988,306515.8178,260060.9184,73224.4335,,202997.9751,2599393.874,32059.11487,21553.81832,1122228.304,50655.94101,438676.9009,239524.8962,492162.9806,59084.82599,320669.9719,77809.1019,61046.33403,16980.86533,17601.57279,94645.20674,206328.0812,99502.31268,509601.7953,67235.59953,124285.5407,92298.43675,20719.27617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340166.5276,207417.7753,1860636.277,632463.8439,212602.0811,38819.39802,105687.686,93517.28359,652146.6503,85694.50481,2421443.52,290923.6987,85479.59932,695909.844,29039.5331,280908.5994,319338.9112,828730.6766,221504.5441,133706.7445,122435.0959,732736.382,259454.1178,114583.0032,184788.9737,137478.5545,4136439.371,354156.4177,95351.06676,,,,,,89981.9756303,263586.517709,0,172561.134654,1235408.59779,666798.913784,0,158188.249576,264089.772179,34991.3588334,0,,,,0,388800.068334,292983.597202,65894.6707906,YA-NO,3
"id_19_2-H,1_01_55399.raw",2,id_19,IgGIF,NO,1112599.016,111973.8034,2449823.611,145169.4785,33218.47797,40421.01119,248552.0542,917365.7966,107205.8382,107622.5676,669883.3411,123615.4419,74214.42934,71681.26627,57544.27762,20634.63445,1058510.11,109018.8582,230347.3675,31750.1259,25675.76729,71484.75854,31305.31333,53702.67507,31423.26972,22805.10327,46779.63587,23488.96414,53577.03249,73777.61976,37914.02342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241753.196,292298.5879,4015325.59,272751.9832,22036.80657,159400.4259,332914.6395,195706.056,135257.8521,1371534.425,183387.1118,54575.92878,100770.036,21504.30348,2672315.61,121484.707,426871.3728,88368.59973,37711.55355,3157.952341,47145.55948,16365.13232,22419.74507,15675.62484,11908.09491,32556.31011,159921.6011,131701.7218,9067231.052,496025.9056,19946463.36,2022035.244,47875.45399,265124.4919,1080687.698,4824529.584,896322.5672,599720.6014,12522515.76,414278.9672,424839.5819,1064604.692,17637.42236,3814736.506,359586.4726,3090268.848,463980.3722,184588.3458,263791.4266,86962.71602,377749.0209,35621.88854,40177.73214,22053.08934,65141.32994,473622.2087,27543.62033,,,923995.921811,12432.0447591,10206.1777469,59924.6424222,135428.410448,647939.354177,147446.266321,371290.504748,107288.082852,,,,,2191264.44433,500842.850674,1425166.09021,156020.963662,4073194.33829,1984508.42043,523620.26092,664593.323346,YF-NO,1
"id_19_2-H,1_01_55399.raw",3,id_19,IgGIF,NO,14288.24547,10112.48305,517960.6359,152479.6612,134877.8115,75781.30171,16526.37971,276643.9881,156017.2282,28347.23606,224302.8886,101813.1361,132429.791,76437.80975,137438.5648,102141.2969,276816.4621,164795.4335,107811.8606,84324.33554,87765.44183,106218.4753,127880.0601,61915.62069,160602.5811,112589.2173,51112.53987,58055.75364,84642.44432,110000.5414,149569.0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154219.5792,126973.9456,695494.7803,355964.918,261780.0894,98610.4421,,235330.9432,151106.4788,645361.3188,322865.6037,435725.0245,358153.6436,119300.6116,371950.1465,40344.73979,162751.9251,17840.53286,516168.5976,231979.3531,1429345.234,86416.88287,196987.7624,234501.1079,177378.6803,66372.62855,6257.704921,360622.1984,439404.1127,179704.2085,3603646.789,1050290.111,543817.8625,89853.11974,260432.7714,164724.5804,1076073.102,1041028.019,4607442.637,539906.201,192071.0199,1141554.606,324013.9058,613472.1671,412449.2851,1905869.646,803353.2623,527463.8773,159992.1885,1318209.286,679998.7706,173241.7825,125262.5457,224376.1831,1964345.225,702692.3672,49973.11384,,,253929.258146,40937.9770068,92749.1963494,148005.153389,283186.6591,0,34060.4552961,394036.319289,145158.939502,0,,,,0,275982.290667,644603.525277,322521.203108,0,657430.205485,773648.319668,51638.8362675,YF-NO,1
"id_20_2-E,3_01_55438.raw",2,id_20,IgGIF,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203913.6556,50578.05511,353481.3937,60183.13496,8574.686722,2793.1969,58296.16644,93450.80407,49010.9485,44512.29044,318788.9826,79364.00684,189720.6208,23486.6194,34047.95547,75751.74258,108613.4763,36337.0018,9178.402858,30687.11687,11291.17414,37810.45602,7165.742829,11674.95756,7306.890607,10015.93101,49145.61542,17442.53449,5089.679543,32736.56992,108738.1354,34358.28631,78106.1082,23949.61226,129725.8154,67505.76977,40337.42256,212149.7047,30741.96044,147986.378,23083.81328,69073.16532,16383.90002,91286.58099,97022.36958,29606.88223,113720.2085,16576.42489,17122.77605,33476.34297,27905.3614,20699.3639,12597.91683,21831.00366,41871.26605,23298.74293,96269.07592,10102152.04,586524.6292,21952322.45,2257830.961,37172.28384,232077.4272,875217.9431,5770442.129,706943.1815,418096.3244,14515750.29,390425.626,450856.9621,1146404.857,26721.92456,3910808.029,311604.0689,3439242.284,459519.7836,168475.4433,270562.3072,83296.78455,395833.8761,30700.02415,38250.07402,32449.51346,47174.37591,411013.9607,33094.76603,,,,,,97838.9123195,151430.280813,,,,,120278.491873,32228.7487718,23613.7579806,20198.4861229,94461.6352795,160079.386968,420245.208655,29463.2207966,3836225.60663,1931910.74157,485451.401931,656739.044502,YF-NO,2
"id_20_2-E,3_01_55438.raw",3,id_20,IgGIF,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80976.15977,253175.5205,72849.54731,147870.4164,36859.87887,13153.57648,28247.63646,695232.6515,51020.17273,24548.98778,191775.9236,95590.59846,159058.3539,54304.32816,182226.209,141965.843,27129.3403,99835.78648,14239.26295,100240.0582,32168.27613,111816.0472,46807.15404,14108.23318,73321.19491,39569.57163,48660.65353,153665.2834,44977.97599,120374.2296,158368.4996,10370.27854,371776.3053,764551.6497,175758.2114,64486.70106,109961.3569,272141.5788,75660.60501,198607.4432,1012861.705,380832.9061,175520.5743,12785.77071,,37633.77405,75016.18754,764662.4313,22942.37645,7734487.224,149870.4303,234978.4988,408608.1052,271957.1368,87199.24804,85043.55521,435699.2002,504207.3396,176242.5921,4025664.551,944366.541,469662.9521,58596.42074,86639.30604,198757.0631,1202766.273,342045.5182,5320302.19,649163.7201,107588.6173,1167867.512,247318.7816,544027.0123,288778.3394,2011288.515,807397.1143,539250.9503,241485.4642,1731082.531,770898.5071,112436.3569,87867.33702,187725.5438,3729356.047,771571.3107,49057.71233,,,,,,235055.739458,237934.799831,0,,,,0,27446.0755429,65874.6122792,55512.7972911,0,519327.266173,273858.524557,145451.532644,0,828728.656521,672774.648854,21924.0846095,YF-NO,2
"id_21_2-F,2_01_55417.raw",2,id_21,IgGIF,NO,2309201.752,208666.1483,4644278.109,222490.3358,38225.46807,61784.49566,317071.503,1891159.227,157367.0614,123068.373,1147160.192,128052.6678,46187.73068,69981.92141,38308.03313,30267.71317,2195125.705,126273.0386,332894.7516,29434.64613,26192.55006,79275.4534,26966.35537,35363.88119,42154.43166,33654.99892,38904.36061,11019.00322,50281.35366,116468.1986,27043.1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911078.418,522383.469,19653898.66,1973358.205,42823.03596,208377.2954,766878.2056,5085134.42,629388.5273,338302.2249,12786856.81,350344.2534,400211.9425,962774.5396,23615.13236,3605336.904,240293.3062,3016232.156,393454.6646,147010.3633,233917.003,77603.5411,337412.8899,26021.84056,39650.96798,33868.3986,45407.56128,377339.5546,30348.63024,,,,,,67235.1520574,140133.885764,1415498.60139,314496.566627,853312.434778,158974.515432,,,,,,,,,3516964.99045,1809313.40692,458213.319754,624475.312465,YF-NO,3
"id_21_2-F,2_01_55417.raw",3,id_21,IgGIF,NO,47555.89481,52192.02644,912051.0383,175695.4053,52540.37001,54752.8476,50928.51981,294352.9818,228342.9582,70764.85503,415075.7187,109880.8598,98560.9387,91971.14525,209968.2754,56666.12679,376513.1735,201647.1689,126478.5051,57887.92614,118648.7124,94359.40854,101974.9316,53928.93148,91431.6837,49363.31064,50555.81404,74336.48102,43667.3302,161612.5436,142653.4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606531.9537,305387.7686,3697985.548,803420.7947,453716.6912,47527.95513,160227.189,73315.69424,1408584.091,289894.4844,4687786.958,532227.0629,264285.3463,1072160.787,250426.1892,524826.9136,283042.9219,1922621.454,772318.5998,566777.1809,150134.838,1376312.422,648410.5332,97175.06269,114305.9853,214631.2969,1873044.421,853133.0345,105723.7485,,,,,,172812.285328,259817.339704,0,6824.2447618,497150.816387,136427.020792,0,,,,0,,,,0,631612.913942,680823.627868,117851.041973,YF-NO,3
"id_22_2-H,2_01_55423.raw",2,id_22,IgGIILE,NO,2482152.023,201726.8785,4941720.318,236505.7627,36860.78574,89625.1191,333120.8474,1990713.752,175908.6175,126329.4272,1211180.653,143771.8576,60131.71593,78907.56566,54322.13331,16654.1214,2312451.73,141725.2662,339783.3307,28804.44481,13350.82756,81265.51076,31771.02849,49635.40716,31099.9532,20279.67954,46816.89432,22809.46861,57940.16866,139294.8785,36067.15113,688808.8913,88355.20386,903751.5938,361931.5171,19255.43005,146324.9046,151422.9375,833540.0741,37942.61859,150527.8902,586832.1279,49351.69394,32802.49113,20537.96387,475297.6878,180133.3827,228687.7686,21918.16676,13286.57157,32536.44564,1292.386908,32331.71505,243348.7143,27868.30697,23171.85825,24970.3213,64183.91166,31394.88836,17174.41174,10772910.93,1081662.031,17778204.45,1104887.875,25238.7495,681007.1839,1791208.521,902516.4506,396034.2775,6718589.754,193953.0547,117135.0219,352141.8516,21913.47694,11749436.64,366068.3972,1931727.782,41190.18521,85988.52737,34355.13474,96428.04471,38416.5967,34704.0858,9693.960532,16243.07548,43508.20861,906758.4677,,72258.51783,26182.91597,73650.59668,87511.16892,26599.9,519954.6331,1360789.254,71484.77886,1049857.184,1396290.242,77468.47692,176878.6797,76978.74191,12805.6399,31728.16571,48679.71443,496000.167,58499.8973,28517.99558,59120.09456,49135.23922,14910.92629,15253.64007,9715.40466,50787.53313,9255.223472,75471.70844,188822.8303,33208.91974,,,2046035.5286,38757.5150124,87775.9891801,15185.3024331,,1513853.16589,314907.82366,889270.333937,167011.700805,436917.552224,95185.1439635,235947.335065,67918.0238913,9743258.01385,1974906.21692,4886107.4757,933434.675624,378200.925048,60787.5124645,18838.8681315,,YI-NO,1
"id_22_2-H,2_01_55423.raw",3,id_22,IgGIILE,NO,40389.34288,26429.25007,968007.8035,192587.2702,61890.00556,64447.48701,83020.39326,417022.1308,285970.4722,80413.95619,445697.3709,130037.5831,137016.8859,99797.77956,258087.1705,45258.28141,387922.9748,249285.664,138077.4998,70894.21052,128051.1589,96405.56029,120971.6721,65340.65127,107952.1616,60495.47628,56971.56072,83854.24413,50060.03817,186612.6346,157685.5285,366742.0029,186634.3322,1389759.661,281517.5128,104712.9766,180992.5972,298140.4285,1777600.603,114258.9317,374924.8855,1185094.321,93420.14668,150261.951,86376.17885,1511787.779,283014.772,486879.7986,58406.12798,173533.168,273112.2273,25816.19273,71787.28681,332211.2934,44557.95832,214173.6472,60683.75852,139422.756,428151.4054,464170.4871,231960.6286,147928.6516,3059268.141,273699.5126,334114.3861,329017.9716,25405.79762,1018606.759,292340.905,2369584.333,466391.6822,151171.1874,160709.0178,303636.3508,1881661.581,478549.3798,1125371.098,170351.8319,528664.9799,703729.8617,1704760.66,147120.0529,205036.7531,19094.30625,135240.0397,225671.0442,420194.7694,71518.87607,440717.2578,264004.5665,43763.93958,924477.3545,119521.3673,55797.78906,995704.7142,,235423.3002,2983162.567,12997.78206,321630.0273,102271.0787,606016.4628,225383.3533,60764.25657,1274309.544,96439.51496,55301.85339,111750.997,77812.95755,383570.7335,56745.03453,159670.3574,249827.3328,166015.2642,2814963.109,1439122.173,2187.229753,,,292530.336007,56478.0826224,233925.68066,6340.5163531,,0,10648.3026014,500833.561865,161523.91112,0,108223.065656,990916.339364,391200.143078,0,226944.143164,1430245.70287,1211536.51315,0,342771.917064,66555.8572109,,YI-NO,1
"id_23_2-F,1_01_55393.raw",2,id_23,IgGIILE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790396.6487,94492.07993,1006660.908,478608.8947,25549.00119,141523.5492,140309.4344,542835.5337,25295.68055,124129.2437,667470.4628,36551.60913,37165.66987,22923.73954,533924.8593,154324.1043,226926.5844,25488.97146,17014.86074,44603.91623,5600.968851,30789.7435,339415.5711,36940.27158,27974.00452,35383.00314,29625.33497,27039.76822,29329.93322,11844106.39,1184142.547,19963806.02,1339642.208,41308.22529,809325.4446,2343419.318,1067211.431,452684.4099,7780279.577,247591.9346,163455.7878,411528.5042,33899.72249,14602847.34,520375.7553,2512679.107,55873.1189,111233.2562,38818.39698,129288.0556,24942.98725,49489.65493,17443.89428,27573.19652,53406.03434,1246331.974,25770.17535,4077525.265,183309.3218,9058572.923,634618.0395,23810.456,439323.4263,1489470.027,1655335.874,1594907.443,1484061.062,5839045.749,360177.0617,211742.4502,380002.5349,44910.10565,1336833.686,570174.3846,1224774.85,135564.6384,116773.3702,69289.65126,30556.45612,115314.1646,14992.72478,76367.60365,17729.82109,102899.0691,370759.2783,38773.32775,,,3627743.03222,45145.5354606,131482.421658,28951.1679225,46677.7088688,,,,,552089.535515,118141.511111,285153.275887,114259.071278,12211623.1949,2610653.30708,6342105.03441,1324977.83679,1919606.2966,790670.605183,174843.849149,206594.81722,YI-NO,2
"id_23_2-F,1_01_55393.raw",3,id_23,IgGIILE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500396.8794,299795.3108,1654317.879,422047.9559,176980.8673,313045.5853,244944.7529,1013625.54,114260.9701,212345.7201,1138330.64,52059.01963,88309.5265,48975.54137,1539554.952,369561.3297,481658.3329,62534.91951,212507.9454,297400.0013,23762.98956,74221.23953,388371.5766,23955.76779,83502.23238,56309.27235,92593.29829,424501.0494,518768.024,215819.6734,148223.0956,3393869.747,488606.2325,540645.2771,381587.4351,,684519.1081,278092.2064,2723280.84,653534.5279,442942.9108,207959.5879,255736.194,2274028.87,230078.0976,1377908.816,211325.6177,311218.2456,789984.8435,3685814.647,130596.7011,193775.8962,88690.92208,183345.4591,99161.59196,324513.1052,136116.2366,183115.09,34405.89461,1642680.109,1432204.191,217628.9052,167477.0827,1161835.672,8337.173445,365802.0352,3148728.413,2179149.024,341952.6034,71370.97467,1047425.139,266682.013,328328.9778,1615467.269,781839.6704,216850.4502,99454.77624,109424.3514,599423.7759,172841.7827,96267.94712,354615.1733,90614.6891,3111277.788,1133943.428,,,,426637.434939,44762.1621542,263964.520839,69484.2488767,52507.2859608,0,,,,0,141770.83423,1078698.18527,485225.486182,0,226063.098999,2051607.95934,1588567.56644,0,613317.646942,215464.409359,82659.6020197,YI-NO,2
"id_24_2-C,4_01_55456.raw",2,id_24,IgGIILE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842147.9498,165950.0448,1088701.152,444660.2222,3894.799459,111033.0729,126710.363,363053.5472,34722.62334,139373.9486,506073.8916,15459.86087,32365.04615,10314.31167,338616.7296,83834.26292,99453.16687,7045.132258,6457.548888,6746.758852,21148.41346,6238.234529,35340.48744,20540.00545,47897.65718,27849.89227,8750.706246,6908.248543,28664.84965,14718506.25,1604499.855,29036434.94,1714179.137,38499.66139,738576.525,2170668.729,1056624.044,555516.466,10434844.85,249085.0707,201444.7721,421555.9266,15931.06924,12924892.77,478797.2829,2467348.757,48902.22848,111594.3321,49220.32927,102772.7825,43609.88817,40620.41518,8224.79111,25836.31339,32709.01448,1097039.964,19749.08339,75164.36222,24351.79591,116333.9121,42274.07909,19864.81474,583862.9411,1471447.944,18244.5396,685136.9241,1527684.179,70386.02206,180299.8721,86299.41342,6495.759431,16486.29265,108415.6335,429949.6818,29462.24034,24293.12407,97815.10792,26469.54698,22171.43918,24176.77969,11451.27835,94731.95407,18118.29241,48109.18875,111739.566,73771.72031,,,4835202.20867,46871.3945066,112351.50616,19078.701834,7111.3995435,,,,,365940.206236,132162.06139,70499.9102927,20725.6802448,11452061.3248,2293467.18869,5654395.63366,1118526.88524,421560.370265,35041.0738811,17998.7845339,29691.5707667,YI-NO,3
"id_24_2-C,4_01_55456.raw",3,id_24,IgGIILE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578204.1079,291349.0422,2134853.053,268954.1517,137344.224,224618.8997,209855.6917,816825.8857,166566.2959,226067.1606,1349419.554,10639.60913,34616.69961,22561.73922,1064643.903,366137.6555,287675.1076,49763.1763,234328.5084,150795.2594,20371.2976,53907.92822,228482.7238,27183.01442,98241.60361,5349.049601,42271.10769,273998.8302,553315.8362,262059.1871,242911.8271,4487999.765,345179.513,198986.1892,332966.9382,20328.54754,1094174.446,237221.1679,3505883.846,559236.1513,175238.4836,193226.6368,197381.6609,1975848.253,473753.3902,1345183.217,131713.651,268314.001,766180.0388,729480.4323,107954.7356,205809.8708,35296.57123,246879.5353,93661.69282,536311.1606,64043.71051,183386.5296,23583.89843,187099.6086,1099759.154,42280.23367,354031.2552,636868.811,,202721.8553,479516.5399,48103.43319,209812.8065,47868.31237,764373.4197,95437.22501,44798.6781,1524746.758,187135.6972,111421.3381,57270.22039,10106.66957,374329.9514,100021.667,171158.3877,552853.8481,164138.9131,3769034.919,811818.3535,38955.71836,,,426375.500079,56567.0431813,269135.861108,7568.2918222,65790.3886531,0,,,,0,140737.32709,853028.774741,354548.161794,0,197564.820663,1654222.07701,1354870.6851,0,313508.978372,47937.684872,106996.839545,YI-NO,3
